answer,tags,question,a,b,c,d
c,"Civil Procedure,","In order to address grade inflation at various law schools, Congress enacted legislation (“the Act”) that sets standards for law school grades. Congress also established a federal administrative agency to police law schools to ensure compliance with the Act. The federal agency is also given authority to adjudicate claims involving law school grading practices, regardless of whether the claims arise under the Act or some other law. The Act does not have a provision regarding jury trials. The federal agency decides to file a case in the federal district court against a law school for violating the Act. The agency regulations require a mandatory curve for specific law school courses. In order to make its students more competitive, the law school had used a higher curve, in violation of the Act. The federal agency asks the court to impose a civil penalty of $10,000, as provided by the Act. The law school demands a jury trial. The court should:",Grant the jury trial based on the law school’s constitutional right to a jury trial.,Grant the jury trial because Congress cannot unilaterally deny a party the right to a jury trial.,Deny the demand for a jury trial because the Act does not provide for jury trials.,Deny the demand for a jury trial because Congress can solely regulate the law schools and administer the Act because it impacts interstate commerce.
c,"Torts, Negligence,","A driver was driving his car near an owner's house when the owner's child darted into the street in front of the driver's car. As the driver swerved and braked his car to avoid hitting the child, the car skidded up into the owner's driveway and stopped just short of the owner, who was standing in the driveway and had witnessed the entire incident. The owner suffered serious emotional distress from witnessing the danger to his child and to himself. Neither the owner nor his property was physically harmed. If the owner asserts a claim for damages against the driver, will the owner prevail?","Yes, because the driver's entry onto the owner's land was unauthorized.","Yes, because the owner suffered serious emotional distress by witnessing the danger to his child and to himself.","No, unless the driver was negligent.","No, unless the owner's child was exercising reasonable care."
a,"Real Property, Title, Conveyancing, Recording,,","An owner of a tract of land, in fee simple agreed to sell the land. The owner entered into a valid written agreement with a buyer under which the owner agreed to sell and the buyer agreed to buy the land by installment purchase. The contract stipulated that the owner would deliver to the buyer, upon the payment of the last installment due, ""a warranty deed sufficient to convey the fee simple."" The contract contained no other provision that could be construed as referring to title. The buyer entered into possession of the land. After making 10 of the 300 installment payments obligated under the contract, the buyer discovered that there was outstanding a valid and enforceable mortgage on the land, securing the payment of a debt in the amount of 25% of the purchase price the buyer had agreed to pay. There was no evidence that the owner had ever been late in payments due under the mortgage and there was no evidence of any danger of insolvency of the owner. The value of the land now is four times the amount due on the debt secured by the mortgage. The buyer quit possession of the land and demanded that the owner repay the amounts the buyer had paid under the contract. After the owner refused the demand, the buyer brought an appropriate action against the owner to recover damages for the owner's alleged breach of the contract. In such action, should damages be awarded to the buyer?","No, because the time for the owner to deliver marketable title has not arrived.","No, because the buyer assumed the risk by taking possession.","Yes, because in the absence of a contrary express agreement, an obligation to convey marketable title is implied.","Yes, because the risk of loss assumed by the buyer in taking possession relates only to physical loss."
a,"Constitutional Law, Powers,","State A sent three of its employees to a city located in the State B to consult with a chemical laboratory there about matters of state business. While in the course of their employment, the three State A employees of negligently released into local State B waterways some of the chemical samples they had received from the laboratory in State B. Persons in State B injured by the release of the chemicals sued the three State A employees, as well as State A and State B in state courts located in State B for the damages they suffered. After a trial in which all of the defendants admitted jurisdiction of the State B state court and fully participated, plaintiffs received a judgment against all of the defendants for $5 million, which became final. Subsequently, plaintiffs sought to enforce their State B state court judgment by commencing a proper proceeding in an appropriate court of State A. In that enforcement proceeding, State A argued, as it had done unsuccessfully in the earlier action in State B state court, that its liability is limited by State A's law to $100,000 in any tort case. Because the three individual employees of State A are able to pay only $50,000 of the judgment, the only way the injured persons can fully satisfy their State B state court judgment is from the funds of the state of State A. Can the injured persons recover the full balance of their State B state court judgment from State A in the enforcement proceeding they filed in State A court?","Yes, because the final judgment of the State B court is entitled to full faith and credit in the State A courts.","Yes, because a limitation on damage awards against State A for tortious actions of its agents would violate the equal protection clause of the Fourteenth Amendment.","No, because the Tenth Amendment preserves the right of a state to have its courts enforce the state's public policy limiting its tort liability.","No, because the employees of State A were negligent and, therefore, their actions were not authorized by State A."
a,"Criminal Law & Procedure, Criminal Procedure,","Police officers had probable cause to believe that drug dealing was routinely taking place in a particular room at a local motel. The motel manager authorized the officers to enter the room and provided them with a passkey. Without obtaining a warrant, the officers knocked on the room's door, announced their presence, and told the occupants that they would like to speak with them. The officers then heard yelling and repeated flushing of the toilet. They then used the passkey and entered the room, where they saw the occupants dumping drugs into the toilet. The occupants of the room were charged with drug dealing and have moved to suppress the drugs. Should the court grant the motion to suppress?","No, because exigent circumstances justified the officers' entry.","No, because the motel manager consented to the officers' entry.","Yes, because exigent circumstances cannot excuse the lack of a warrant.","Yes, because the officers cannot benefit from exigent circumstances that they created."
b,"Civil Procedure,","A plaintiff sues a defendant for negligence after the plaintiff is severely injured in a car accident. The case involves extensive evidence on damages, such as pain and suffering, medical costs, and lost earnings. At trial, the plaintiff presents her case on liability. At the close of her case on liability, but before she offers her evidence on damages, the defendant moves for judgment as a matter of law. The motion should be:",Granted if the judge did not find the plaintiff’s witnesses credible.,Granted if the plaintiff has not met her burden of production on the issue of liability.,Denied because the evidence on damages is essential to the issue of liability.,Denied because a motion for judgment as a matter of law cannot be made before the plaintiff has presented her entire case.
c,"Evidence, Prelim. Facts, Burdens, Presumptns,","A defendant is on trial for robbing a particular bank with his best friend. The friend has left the country and cannot be found. The prosecutor has called the friend's mother to testify to a conversation she had with her son the day before he left the country. She implored him not to go, but he said, ""Mom, I have to go. I was involved in a robbery at [the bank], and I don't want them to catch me."" The prosecutor has other evidence indicating that the defendant and the friend were together on the morning of the robbery. Is the statement by the friend to his mother admissible?","No, because inculpatory statements against penal interest do not satisfy the confrontation clause.","No, because the friend's statement to his mother was not corroborated.","Yes, as a statement against penal interest that is not testimonial under the confrontation clause.","Yes, as a statement of the friend's state of mind that is not testimonial under the confrontation clause."
b,"Real Property, Mortgages, Foreclosure, and Security,","A seller and a buyer signed a contract of sale for improved real property. The contract contained a financing contingency for a certain percentage of the purchase price. The buyer obtained the requisite financing from a bank. At the closing, the buyer executed a note to the seller for a portion of the purchase price, which note was not secured by a mortgage. The buyer then executed a second note, secured by a mortgage to the bank, applying the bank loan proceeds to the purchase price of the property. The bank had actual knowledge of the prior note to the seller. The bank promptly recorded its mortgage. The buyer is now in default on both notes. There is no applicable statute. Which party has priority?","The bank, because its loan satisfied the financing contingency in the contract of sale.","The bank, because its note is secured by a purchase money mortgage.","The seller, because the bank had actual knowledge of the seller's note.","The seller, because he retained a vendor's lien that was first in time."
b,"Contracts, Uniform Commercial Code,","A motorcycle collector and his friend had known each other for years. The collector sent a letter to the friend that said, ""I am willing to sell you my oldest motorcycle for $4,000."" The friend sent the collector an email saying, ""I accept your offer."" The collector owned three motorcycles: a 1985 model, a 1987 model, and a 1992 model. The friend did not know about the 1985 model, which was the one the collector intended to sell. The collector was unaware that the friend intended to buy the 1987 model. When the collector tendered the 1985 model, the friend refused to accept it. Is the friend likely to prevail in a breach of contract suit against the collector? (A) No, because by not inquiring further about the meaning of the phrase ""oldest motorcycle,"" the friend assumed the risk of being mistaken.","No, because by not inquiring further about the meaning of the phrase ""oldest motorcycle,"" the friend assumed the risk of being mistaken.","No, because neither the friend nor the collector had reason to know of the other's interpretation of the words ""oldest motorcycle.""","Yes, so long as a reasonable person in the friend's position would have considered the letter as referring to the 1987 model.","Yes, because the friend had no reason to know of the collector's meaning and the collector could have avoided the confusion by more careful drafting."
a,"Contracts, Uniform Commercial Code,","A seller contracted to manufacture 1,000 toasters for a buyer for a specified price. The contract contained a provision that clearly stated: ""This contract may not be assigned, and any violation of this prohibition voids the contract."" After the contract was signed, the seller informed the buyer that the toasters would be manufactured by a competitor of the seller. Citing the non- assignment provision, the buyer claimed that it was no longer bound by the contract. Toasters manufactured by the competitor were of equal quality to toasters manufactured by the seller. Is the buyer bound by the contract?","No, because ""this contract may not be assigned"" means that duties may not be delegated, and the seller delegated a duty.","No, because the seller assigned a right despite the contractual prohibition.","Yes, because even though the seller breached the contract, there are no damages since the competitor's toasters are of equal quality to the seller's toasters.","Yes, because the non-assignment provision is not enforceable since public policy favors free assignment and delegation."
a,"Evidence, Privileges,","A defendant has been charged with making a false statement to a federally insured financial institution to secure a loan. At trial, the prosecutor calls the defendant's wife as a willing witness to testify that the defendant told her in confidence that he had misrepresented his assets on the loan application. The defendant objects to his wife's testimony. Should the testimony be admitted?","No, because even though the wife is a willing witness, the defendant has the right to exclude confidential marital communications in federal court.","No, but only if the law of the state where the defendant and his wife reside recognizes a privilege for confidential marital communications.","Yes, because in federal court the right not to testify belongs to the testifying spouse, and she is a willing witness.","Yes, because while the adverse testimonial privilege is recognized in federal court, the marital communications privilege is not."
c,"Real Property, Title, Conveyancing, Recording,,","An owner, who owned land in fee simple, conveyed the land to a woman by warranty deed. A neighbor, who was an adjoining owner, asserted title to the land and brought an appropriate action against the woman to quiet title to the land. The woman demanded that the owner defend the woman's title under the deed's covenant of warranty, but the owner refused. The woman then successfully defended at her own expense. The woman brought an appropriate action against the owner to recover the woman's expenses incurred in defending against the neighbor's action to quiet title to the land. In this action, the court should decide for","the woman, because in effect it was the owner's title that was being challenged.","the woman, because the owner's deed to her included the covenant of warranty.","the owner, because the title the owner conveyed was not defective.","the owner, because the neighbor may elect which of the owner or the woman to sue."
b,"Constitutional Law, Powers,","A state in which several popular ski resorts are located has enacted a law requiring state certification of ski instructors. Under the law, applicants for certification must attend a month- long course, pass a test, and pay a fee of $1,000. The stated purpose of the law is to ""promote uniformity in the methods of ski instruction at the state's ski areas."" Shortly before the law's enactment, when the state did not require certification of ski instructors, a woman moved to the state intending to find employment as a ski instructor. The woman had been a ski instructor in another state for many years. But since her move, even though ski resorts in the state have found her to be highly qualified, no resort will offer her a contract for employment as a ski instructor because she has not received the required state certification. As applied to the woman, does the state certification requirement constitute a violation of the contracts clause?","No, because her ability to contract for employment with the state is not being impaired.","No, because she has no existing contract that is being impaired.","Yes, because, as applied to an otherwise qualified ski instructor, the requirement is not rationally related to a legitimate government interest.","Yes, because the requirement substantially impairs her ability to contract for employment in the absence of an important government objective."
c,"Torts, Negligence,","A traveler was a passenger on a commercial aircraft owned and operated by an airline. The aircraft crashed into a mountain, killing everyone on board. The flying weather was good. The traveler's legal representative brought a wrongful death action against the airline. At trial, the legal representative offered no expert or other testimony as to the cause of the crash. On the airline's motion to dismiss at the conclusion of the legal representative's case, the court should","grant the motion, because the legal representative has offered no evidence as to the cause of the crash.","grant the motion, because the legal representative has failed to offer evidence negating the possibility that the crash may have been caused by mechanical failure that the airline could not have prevented.","deny the motion, because the jury may infer that the aircraft crashed due to the airline's negligence.","deny the motion, because in the circumstances common carriers are strictly liable."
d,"Constitutional Law, Individual Rights,","A company wanted to expand the size of the building it owned that housed the company's supermarket by adding space for a coffeehouse. The company's building was located in the center of five acres of land owned by the company and devoted wholly to parking for its supermarket customers. The city officials refused to grant a required building permit for the coffeehouse addition unless the company established in its store a childcare center that would take up space at least equal to the size of the proposed coffeehouse addition, which was to be 20% of the existing building. This action of the city officials was authorized by provisions of the applicable zoning ordinance. In a suit filed in state court against appropriate officials of the city, the company challenged this childcare center requirement solely on constitutional grounds. The lower court upheld the requirement even though the city officials presented no evidence and made no findings to justify it other than a general assertion that there was a shortage of childcare facilities in the city. The company appealed. The court hearing the appeal should hold that the requirement imposed by the city on the issuance of this building permit is","constitutional, because the burden was on the company to demonstrate that there was no rational relationship between this requirement and a legitimate governmental interest, and the company could not do so because the requirement is reasonably related to improving the lives of families and children residing in the city.","constitutional, because the burden was on the company to demonstrate that this requirement was not necessary to vindicate a compelling governmental interest, and the company could not do so on these facts.","unconstitutional, because the burden was on the city to demonstrate that this requirement was necessary to vindicate a compelling governmental interest, and the city failed to meet its burden under that standard.","unconstitutional, because the burden was on the city to demonstrate a rough proportionality between this requirement and the impact of the company's proposed action on the community, and the city failed to do so."
d,"Civil Procedure,","A mail clerk domiciled in State A slipped and fell on ice that had formed near the loading dock of the building in State B where the clerk's State B employer leased space for its headquarters. The building was owned and operated by a State C corporation. As a result of the fall, the clerk was injured and the employer's expensive computer he was carrying was badly damaged. The clerk sued the building owner for negligence in a federal district court in State B, seeking $100,000 in personal-injury damages. The employer has filed a timely motion to intervene, asserting an $80,000 negligence claim against the building owner for the damage to its computer. Is the court likely to grant the employer's motion to intervene?","No, because although the employer has an interest in the clerk's action, that interest is not likely to be impaired in the employer's absence.","No, because the clerk chose not to join the employer as a co-plaintiff in his action.","Yes, because the employer is an indispensable party.","Yes, because the employer's claim shares common questions of law and fact with the clerk's action."
a,"Evidence, Character,","At the defendant's murder trial, the defendant calls his first witness to testify that the defendant has a reputation in their community as a peaceable and truthful person. The prosecutor objects on the ground that the witness's testimony would constitute improper character evidence. The court should","admit the testimony as to peaceableness, but exclude the testimony as to truthfulness.","admit the testimony as to truthfulness, but exclude the testimony as to peaceableness.",admit the testimony as to both character traits.,exclude the testimony as to both character traits.
c,"Constitutional Law, Powers,","A valid treaty between the United States and a foreign country provides for the elimination of all tariff barriers between the two countries. It authorizes the president of either country to issue a proclamation nullifying any state or local laws in that country that have the effect of impeding imports from the other country. The foreign country uses the metric system of measurement, and thus all goods produced there and exported to the United States are packaged in metric sizes, such as liters and kilograms. A law of a state in the United States requires all goods sold in that state to be packaged in traditional American sizes, such as quarts or pounds. Because the state law substantially impedes imports from the foreign country, the President of the United States has issued a proclamation nullifying the state law pursuant to the treaty. Is the President's proclamation valid?","No, because the Constitution vests in Congress the exclusive authority to specify binding legal standards for weights and measures, and the President therefore lacks constitutional authority for the proclamation.","No, because the principles of federalism embedded in the Constitution prohibit the President from taking action to invalidate a state law.","Yes, because it is authorized by a valid treaty of the United States and is not prohibited by any provision of the Constitution and, therefore, is the supreme law of the land.","Yes, because the President has inherent authority to nullify any state law that substantially impedes commerce between the United States and another country."
b,"Civil Procedure,","A plaintiff successfully wins a judgment for patent infringement in Federal District Court against a defendant. Judgment is entered on May 1. On May 28, the defendant files a renewed motion for judgment and a motion for new trial, claiming that the trial court improperly applied the standard for determining whether his device constituted patent infringement or a sufficient change or improvement. The court hears the motions on July 6, and denies both motions, entering a minute order reflecting denial of the motions. On July 7, the plaintiff mails out a Notice of Ruling on the motions, serving the defendant by mail. On August 1, the defendant appeals from the original judgment. The plaintiff then moves to dismiss the appeal as untimely. The Court of Appeal should:",Deny the motion to dismiss because the defendant’s negligence in filing his appeal is excusable.,Deny the motion to dismiss because the defendant timely filed his appeal.,Grant the motion to dismiss because the defendant’s neglect in filing his appeal is not excusable.,Grant the motion to dismiss because the defendant failed to timely file his appeal.
d,"Evidence, Judicial Notice,","In a federal civil trial, the plaintiff wishes to establish that, in a state court, the defendant had been convicted of fraud, a fact that the defendant denies. Which mode of proof of the conviction is LEAST likely to be permitted?","A certified copy of the judgment of conviction, offered as a self- authenticating document.","Testimony of the plaintiff, who was present at the time of the sentence.",Testimony by a witness to whom the defendant made an oral admission that he had been convicted.,"Judicial notice of the conviction, based on the court's telephone call to the clerk of the state court, whom the judge knows personally."
d,"Real Property, Cotenancy and Landlord-Tenant,","A landlord orally leased a commercial building to a tenant for a 10-year term, which ended one year ago. At the beginning of the lease term, the tenant installed numerous appliances in the building as well as a large air-conditioning system. The tenant alone paid for these items; they were installed with the landlord's permission and were used for the tenant's commercial enterprise. At the end of the lease term, the tenant failed to vacate the premises in a timely manner and continued to pay rent while remaining in possession for another four months. Before vacating the building at the end of the fourth month, the tenant removed the appliances and the air-conditioning system that he had installed, causing no damage to the building. Was the removal by the tenant proper?","No, because he was a holdover tenant.","No, because the lease was oral.","Yes, because they were accessions.","Yes, because they were trade fixtures."
b,"Contracts, Common Law Contracts,","A man, age 60, who had no plans for early retirement, had worked for a company for 20 years as a managerial employee-at-will when he had a conversation with the company’s president about the man's post-retirement goal of extensive travel around the United States. A month later, the company handed the man a written, signed resolution of the company's Board of Directors stating that when and if the man should decide to retire, at his option, the company, in recognition of the man's past service, would pay him a $2,000-per-month lifetime pension. (The company had no regularized retirement plan for at-will employees.) Shortly thereafter, the man retired and immediately bought a $30,000 recreational vehicle for his planned travels. After receiving the promised $2,000 monthly pension from the company for six months, the man, now unemployable elsewhere, received a letter from the company, advising him that the pension would cease immediately because of recessionary budget constraints affecting in varying degrees all managerial salaries and retirement pensions. In a suit against the company for breach of contract, the man will probably","win, because he retired from the company as bargained-for consideration for the Board’s promise to him of a lifetime pension.","win, because he timed his decision to retire and to buy the recreational vehicle in reasonable reliance on the Board’s promise to him of a lifetime pension.","lose, because the Board’s promise to him of a lifetime pension was an unenforceable gift promise.","lose, because he had been an employee-at-will throughout his active service with the company."
d,"Civil Procedure, Jurisdiction/Venue,","A plaintiff domiciled in State A brought a wrongful death action in a federal court in State A against a State B parent corporation and one of its foreign subsidiaries. The plaintiff alleged that a tire manufactured by the subsidiary in Europe had caused his wife's death in an automobile accident in Europe. The parent corporation does significant business throughout the United States, including in State A. The subsidiary conducts no business and has no employees or bank accounts in State A. The subsidiary manufactures its tires for the European market, but 2% of its tires are distributed in State A by the parent corporation. The subsidiary has moved to dismiss for lack of personal jurisdiction. Should the court grant the subsidiary's motion?","No, because 2% of the subsidiary's tires entered State A through the stream of commerce.","No, because of the general personal jurisdiction established over the parent corporation.","Yes, because the accident did not occur in the United States.","Yes, because the subsidiary lacks continuous, systematic, and substantial contacts with State A."
b,"Torts, Trespass/Nuisance,","A restaurant building was expanded into a vacant lot north of its original location. The contractor who was working on the restaurant expansion found that the north wall of the new structure needed extensive support, so anchor rods and concrete were added. The supporting anchor rods and concrete extended into a neighboring property farther to the north at a point 20 feet below the surface. Although there was no impact on the surface of his land or on existing uses, the owner of the neighboring property has sued the restaurant owner for trespass. Which party is likely to prevail?","The neighboring property owner, because he should have been given notice of the intrusion before it occurred.","The neighboring property owner, because the restaurant intruded upon his property without permission.","The restaurant owner, because the decision to provide the additional support was reasonable.","The restaurant owner, because there was no disturbance of peaceful enjoyment of the neighboring property."
b,"Contracts, Common Law Contracts,","In exchange for a valid and sufficient consideration, a man orally promised a woman, who had no car and wanted a minivan, “to pay to anyone from whom you buy a minivan within the next six months the full purchase-price thereof.” Two months later, the woman bought a used minivan on credit from a company for $8,000. At the time, the company was unaware of the man’s earlier promise to the woman but learned of it shortly after the sale. Can the company enforce the man’s promise to the woman?","Yes, under the doctrine of promissory estoppels.","Yes, because the company is an intended beneficiary of the man's contract with the woman.","No, because the man’s promise to the woman is unenforceable under the suretyship clause of the statute of frauds.","No, because the company was neither identified when the man’s promise was made nor aware of it when the minivan-sale was made."
d,"Evidence, Hearsay,","At trial in a civil case arising out of a car accident, the plaintiff has called the investigating police officer to testify regarding a statement that the officer overheard the defendant make at the scene admitting that he had failed to see the stop sign. However, while on the stand, the officer is unable to recall the exact words that the defendant used. The plaintiff proposes to refresh the officer's recollection with a police report written by a fellow officer who was also at the scene and wrote down the defendant's statement. The defendant has objected to the use of this report to refresh the testifying officer's memory. Should the court permit this use of the report?","No, because the report is hearsay not within any exception.","No, because the report was not written or adopted by this witness.","Yes, because the report fits the public record exception to the hearsay rule.","Yes, because the report may be used to refresh recollection without regard to its admissibility."
d,"Constitutional Law, Individual Rights,","A city owns and operates a large public auditorium. It leases the auditorium to any group that wishes to use it for a meeting, lecture, concert, or contest. Each user must post a damage deposit and pay rent, which is calculated only for the actual time the building is used by the lessee. Reservations are made on a first-come, first- served basis. A private organization that permits only males to serve in its highest offices rented the auditorium for its national convention. The organization planned to install its new officers at that convention. It broadly publicized the event, inviting members of the general public to attend the installation ceremony at the city auditorium. No statute or administrative rule prohibits the organization from restricting its highest offices to men. An appropriate plaintiff sues the private organization seeking to enjoin it from using the city auditorium for the installation of its new officers. The sole claim of the plaintiff is that the use of this auditorium by the organization for the installation ceremony is unconstitutional because the organization disqualifies women from serving in its highest offices. Will the plaintiff prevail?","Yes, because the Fourteenth Amendment prohibits such an organization from discriminating against women in any of its activities to which it has invited members of the general public.","Yes, because the organization's use of the city auditorium for this purpose subjects its conduct to the provisions of the Fourteenth Amendment.","No, because the freedom of association protected by the Fourteenth Amendment prohibits the city from interfering in any way with the organization's use of city facilities.","No, because this organization is not a state actor and, therefore, its activities are not subject to the provisions of the Fourteenth Amendment."
b,"Real Property, Easements, Covenants and Servitudes,","An owner and a neighbor with adjoining parcels of land, each own their land in fee simple. The owner has kept the lawns and trees on his land trimmed and neat. The neighbor ""lets nature take its course"" on her land. The result on the neighbor's land is a tangle of underbrush, fallen trees, and standing trees that are in danger of losing limbs. Many of the trees on the neighbor's land are near the owner's land. In the past, debris and large limbs have been blown from the neighbor's land onto the owner's land. By local standards, the neighbor's land is an eyesore that depresses market values of real property in the vicinity, but the condition of the neighbor's land violates no applicable laws or ordinances. The owner demanded that the neighbor keep the trees near the owner's land trimmed. The neighbor refused. The owner brought an appropriate action against the neighbor to require the neighbor to abate what the owner alleges to be a nuisance. In the lawsuit, the only issue is whether the condition of the neighbor's land constitutes a nuisance. The strongest argument that the owner can present is that the condition of the neighbor's land",has an adverse impact on real estate values.,poses a danger to the occupants of the owner's land.,violates community aesthetic standards.,cannot otherwise be challenged under any law or ordinance.
d,"Contracts, Common Law Contracts,","A popular singer expressed interest in performing in a theater producer's musical production. The producer and the singer agreed that there would be no enforceable contractual obligations between them until they had entered into a final, signed contract. They then began negotiating the terms of the contract. While the parties were negotiating, the producer began to spend money on the production. When the parties were unable to agree on the terms of a final contract, the producer made reasonable but unsuccessful efforts to hire another singer before abandoning the production. If the producer sues the singer, what will he likely recover?",Expectation damages in the form of the profits that the production would have made if it had been performed.,Reliance damages in the form of the actual expenses the producer incurred while negotiating with the singer.,Restitution for any harm done to the producer's reputation when the production was abandoned.,"Nothing, because it was not reasonable for the producer to expect to be reimbursed for expenses incurred when he knew that the singer was not obligated until there was a final, signed agreement."
a,"Torts, Negligence,","A young woman who attended a rock concert at a nightclub was injured when the band opened its performance with illegal fireworks that ignited foam insulation in the club's ceiling and walls. The young woman sued the radio station that sponsored the performance. The radio station has moved for summary judgment, claiming that it owed no duty to audience members. The evidence has established the following facts: The station advertised its sponsorship on the radio and in print, distributed free tickets to the concert, staffed the event with the station's interns to assist with crowd control, and provided a station disc jockey to serve as master of ceremonies. The master of ceremonies had the authority to stop or delay the performance at any time on the basis of any safety concern. The station knew or should have known that the band routinely used unlicensed, illegal fireworks in its performances. Should the court grant the radio station's motion for summary judgment?","No, because there is sufficient evidence of knowledge and control on the part of the station to impose on it a duty of care to audience members.","No, because under respondeat superior, the radio station is vicariously liable for the negligent actions of the band.","Yes, because it is the band and the nightclub owners who owed audience members a duty of care.","Yes, because the conduct of the band in setting off illegal fireworks was criminal and was a superseding cause as a matter of law."
c,"Criminal Law & Procedure, Criminal Procedure,","A federal grand jury was investigating a corporation whose tanker ship had spilled crude oil into environmentally sensitive waters. The grand jury issued a subpoena requiring the corporation to produce all emails and internal documents regarding the corporation's knowledge of the risks of an oil spill. The corporation has objected, citing its Fifth Amendment privilege against self-incrimination. Can the subpoena be enforced?","No, because the corporation was not granted transactional immunity.","No, because the corporation was not granted use-and-derivative-use immunity.","Yes, because a corporation has no Fifth Amendment privilege.","Yes, because the Fifth Amendment privilege does not apply to the compelled production of documents."
d,"Evidence, Hearsay,","A defendant is on trial for participating in a drug sale. The prosecution calls a witness, an undercover officer, to testify that, when a seller sold drugs to the witness, the seller introduced the defendant to the witness as ""my partner in this"" and the defendant shook hands with the witness but said nothing. The witness's testimony is","inadmissible, because there is no evidence that Seller was authorized to speak for the defendant.","inadmissible, because the statement of Seller is hearsay not within any exception.",admissible as a statement against the defendant's penal interest.,admissible as the defendant's adoption of Seller's statement.
a,"Constitutional Law, Individual Rights,","State Y has a state employee grievance system that requires any state employee who wishes to file a grievance against the state to submit that grievance for final resolution to a panel of three arbitrators chosen by the parties from a statewide board of 13 arbitrators. In any given case, the grievant and the state alternate in exercising the right of each party to eliminate five members of the board, leaving a panel of three members to decide their case. At the present time, the full board is composed of seven male arbitrators and six female arbitrators. A female state employee, filed a sexual harassment grievance against her male supervisor and the state. The state's attorney exercised all of her five strikes to eliminate five of the female arbitrators. At the time she did so, the state's attorney stated that she struck the five female arbitrators solely because she believed women, as a group, would necessarily be biased in favor of another woman who was claiming sexual harassment. Counsel for the female plaintiff eliminated four males and one female arbitrator, all solely based on grounds of specific bias or conflicts of interest. As a result, the panel was all male. When the panel ruled against the plaintiff on the merits of her case, she filed an action in an appropriate state court, challenging the panel selection process as a gender-based denial of equal protection of the laws. In this case, the court should hold that the panel selection process is","unconstitutional, because the gender classification used by the state's attorney in this case does not satisfy the requirements of intermediate scrutiny.","unconstitutional, because the gender classification used by the state's attorney in this case denies the grievant the right to a jury made up of her peers.","constitutional, because the gender classification used by the state's attorney in this case satisfies the requirements of the strict scrutiny test.","constitutional, because the gender classification used by the state's attorney in this case satisfies the requirements of the rational basis test."
c,"Civil Procedure,","A plaintiff sues a defendant in federal court for physical injuries resulting from a car accident that was witnessed by a non-party. The parties have conferred in advance of the Rule 16(b) scheduling conference and discovery has begun. Absent stipulation of all parties, which of the following types of discovery may be conducted only after obtaining leave of court?","The defendant seeks, by oral question, to depose the non-party witness.","The defendant seeks, by oral question, to depose the plaintiff.",The defendant seeks a physical examination of the plaintiff by a suitably licensed doctor.,"The defendant seeks, by written request for admission, that the plaintiff admit he had consumed alcohol less than one hour prior to the accident."
b,"Torts, Intentional Torts, Negligence,","A driver negligently drove his car into a pedestrian, breaking her leg. The pedestrian's leg was put in a cast, and she used crutches to get about. While shopping at her local supermarket, the pedestrian non-negligently placed one of her crutches on a banana peel that had been negligently left on the floor by the manager of the supermarket's produce department. The pedestrian's crutch slipped on the peel, and she fell to the floor, breaking her arm. Had the pedestrian stepped on the banana peel at a time when she did not have to use crutches, she would have regained her balance. The pedestrian sued the driver and the supermarket for her injuries. The pedestrian will be able to recover from","the driver, for her broken leg only.","the driver, for both of her injuries.","the supermarket, for both of her injuries.","the driver, for her broken leg only, and the supermarket, for her broken arm only."
d,"Civil Procedure, Jurisdiction/Venue,","Plaintiff, a resident of State A, sues the State of X in State A Federal Court. The plaintiff alleges State X was negligent in maintaining a state highway in a manner that caused her to have an accident and be injured. The State raises a claim under the Eleventh Amendment that it is immune from suit in Federal Court, and that the plaintiff will need to sue, if at all, in a State X State Court, and thus files a motion to dismiss the plaintiff’s suit. The Federal District Court denies the State’s motion. The State immediately appeals the District Judge’s order denying its motion to dismiss. On appeal, the Circuit Court of Appeal should:",Dismiss the appeal as a non-appealable interlocutory order.,Stay the proceedings and certify the question of liability under State X's state law to the State X Supreme Court.,"Dismiss the appeal if, but only if, the plaintiff agrees to limit her claim to $75,000.",Hear the appeal and direct dismissal of the suit under the Eleventh Amendment.
c,"Contracts, Common Law Contracts,","A chef purchased the front portion of the land needed for a restaurant he desired to build and operate, but the back portion was the subject of a will dispute between siblings (a brother and sister). The sister’s attorney advised her that her claim was doubtful. The chef, knowing only that the unresolved dispute existed, agreed in a signed writing to pay the sister $6,000, payable $1,000 annually, in exchange for a quitclaim deed (a deed containing no warranties) from the sister who promptly executed such a deed to the chef and received the chef's first annual payment. Shortly thereafter, the probate court handed down a decision in the brother’s favor, ruling that the sister had no interest in the land. This decision has become final. The chef subsequently defaulted when his second annual installment came due. In an action against the chef for breach of contract, the sister will probably","lose, because she was aware at the time of the agreement with the chef that her claim to the property quitclaimed was doubtful.","lose, because the sister suffered no legal detriment in executing the quitclaim deed.","win, because the chef bargained for and received in exchange a quitclaim deed from the sister.","win, because the chef, by paying the first $1,000 installment, is estopped to deny that his agreement with the sister is an enforceable contract."
